"date_time","actual","forecast","lo80","hi80","lo95","hi95"
"2018-07-01 00:00:00",1314,1664.59932948543,1202.92292715136,2126.27573181951,958.526202648523,2370.67245632235
"2018-07-01 01:00:00",848,1103.29905671548,486.914286446809,1719.68382698416,160.619899024148,2045.97821440682
"2018-07-01 02:00:00",703,473.138575841448,-164.394675657804,1110.6718273407,-501.884392785064,1448.16154446796
"2018-07-01 03:00:00",419,-59.6304181650847,-697.628898096247,578.368061766077,-1035.36489227888,916.104055948715
"2018-07-01 04:00:00",372,-254.588321599907,-893.400747098077,384.224103898263,-1231.56761803659,722.390974836773
"2018-07-01 05:00:00",529,268.717542443622,-375.459330305894,912.894415193138,-716.465968081888,1253.90105296913
"2018-07-01 06:00:00",979,1165.23495658402,513.515650942995,1816.95426222506,168.516290376429,2161.95362279162
"2018-07-01 07:00:00",1237,1753.9864299439,1097.64613078686,2410.32672910094,750.200564017096,2757.77229587071
"2018-07-01 08:00:00",1682,2004.87531554487,1346.56735585453,2663.1832752352,998.08017251775,3011.67045857198
"2018-07-01 09:00:00",2495,2408.574890959,1749.21061773599,3067.93916418201,1400.16425579244,3416.98552612556
"2018-07-01 10:00:00",2924,3010.8021525892,2350.51130055782,3671.09300462057,2000.97443742207,4020.62986775632
"2018-07-01 11:00:00",3323,3848.18874215458,3187.00223958925,4509.37524471992,2836.99124770077,4859.38623660839
"2018-07-01 12:00:00",3696,4546.2338735548,3884.32809768849,5208.1396494211,3533.93634551448,5558.53140159511
"2018-07-01 13:00:00",4084,4727.88897590779,4065.49644983282,5390.28150198276,3714.84702766301,5740.93092415257
"2018-07-01 14:00:00",4187,4746.28363480834,4083.57136123444,5408.99590838225,3732.75267496317,5759.81459465352
"2018-07-01 15:00:00",4365,4565.60677054996,3902.66590339597,5228.54763770395,3551.72620699307,5579.48733410685
"2018-07-01 16:00:00",4380,4282.82073733438,3619.70356452658,4945.93791014219,3268.67053754822,5296.97093712055
"2018-07-01 17:00:00",4049,3635.81072385137,2972.55754472142,4299.06390298132,2621.45252034516,4650.16892735758
"2018-07-01 18:00:00",3680,3238.16968823324,2574.81585556437,3901.52352090211,2223.65754842317,4252.68182804331
"2018-07-01 19:00:00",3404,2910.41405121439,2246.98784150885,3573.84026091993,1895.79122027881,3925.03688214997
"2018-07-01 20:00:00",3018,2870.66247582289,2207.18403207496,3534.14091957083,1855.95975981315,3885.36519183263
"2018-07-01 21:00:00",2640,2737.03655482583,2073.51967663492,3400.55343301673,1722.27505840802,3751.79805124364
"2018-07-01 22:00:00",2152,2113.84070827467,1450.29523438645,2777.38618216289,1099.03547851178,3128.64593803756
"2018-07-01 23:00:00",3078,1221.98404659993,558.417372764685,1885.55072043517,207.146394315969,2236.82169888389
"2018-07-02 00:00:00",1043,522.048387050713,-171.218232715966,1215.31500681739,-538.211412834199,1582.30818693562
"2018-07-02 01:00:00",523,-48.2471759241252,-763.862099828119,667.367747979868,-1142.68575753139,1046.19140568314
"2018-07-02 02:00:00",425,-155.921665321587,-875.203379225131,563.360048581958,-1255.96811830228,944.124787659105
"2018-07-02 03:00:00",398,373.321268555418,-346.081783009004,1092.72432011984,-726.910754363839,1473.55329147467
"2018-07-02 04:00:00",896,1513.18195572768,793.597513049654,2232.7663984057,412.672519039568,2613.69139241579
"2018-07-02 05:00:00",2931,3090.81578714256,2370.2619677572,3811.36960652793,1988.82381671572,4192.8077575694
"2018-07-02 06:00:00",5305,4549.50277966249,3827.61764527346,5271.38791405152,3445.47473864012,5653.53082068486
"2018-07-02 07:00:00",5936,5290.55435434464,4567.84101067526,6013.26769801403,4185.25967653231,6395.84903215698
"2018-07-02 08:00:00",4859,5229.09447848675,4506.01705142159,5952.17190555191,4123.2429831711,6334.9459738024
"2018-07-02 09:00:00",4473,4766.53166410915,4043.25454247848,5489.80878573982,3660.3747623106,5872.68856590771
"2018-07-02 10:00:00",4172,4284.17307468439,3560.72255214649,5007.62359722229,3177.7509790831,5390.59517028568
"2018-07-02 11:00:00",4498,4156.09875203767,3432.48306936649,4879.71443470885,3049.42406580983,5262.77343826552
"2018-07-02 12:00:00",4617,4415.21696261416,3691.4691352476,5138.96478998072,3308.34017851475,5522.09374671356
"2018-07-02 13:00:00",4667,4852.40228625519,4128.56457200566,5576.24000050472,3745.38803203126,5959.41654047912
"2018-07-02 14:00:00",4728,5374.02675728839,4650.12959444134,6097.92392013543,4266.92158428038,6481.13193029639
"2018-07-02 15:00:00",5115,5662.60137518764,4938.6616271131,6386.54112326218,4555.43107369444,6769.77167668084
"2018-07-02 16:00:00",5853,5549.86007472082,4825.88756270024,6273.83258674141,4442.63966509623,6657.08048434542
"2018-07-02 17:00:00",5241,4896.34812306625,4172.35039832526,5620.34584780724,3789.08915391328,6003.60709221922
"2018-07-02 18:00:00",3922,4102.61871938737,3378.60233898466,4826.63509979008,2995.33121886192,5209.90621991282
"2018-07-02 19:00:00",3183,3302.47692814941,2578.44711451495,4026.50674178387,2195.16888326887,4409.78497302995
"2018-07-02 20:00:00",2792,2749.6278849434,2025.5883653848,3473.667404502,1642.30499613284,3856.95077375396
"2018-07-02 21:00:00",2552,2321.85080959025,1597.80414790397,3045.89747127652,1214.516997838,3429.18462134249
"2018-07-02 22:00:00",2118,1782.38863222497,1058.33665979902,2506.44060465092,675.046698397292,2889.73056605265
"2018-07-02 23:00:00",1461,1129.06760526514,405.011697163599,1853.12351336668,21.7196523410614,2236.41555818922
"2018-07-03 00:00:00",722,528.246840320137,-200.830693982062,1257.32437462234,-586.78102714014,1643.27470778041
"2018-07-03 01:00:00",455,35.6040156590429,-697.372838866564,768.580870184649,-1085.38734746348,1156.59537878156
"2018-07-03 02:00:00",340,-49.0779910519294,-782.706270761081,684.550288657222,-1171.06562301973,1072.90964091587
"2018-07-03 03:00:00",391,486.013627299909,-247.636693871017,1219.66394847083,-636.007714174716,1608.03496877453
"2018-07-03 04:00:00",863,1646.71981251419,913.036784289579,2380.4028407388,524.648449917524,2768.79117511085
"2018-07-03 05:00:00",2836,3214.69034930266,2480.8343750716,3948.54632353372,2092.35448861397,4337.02620999135
"2018-07-03 06:00:00",5264,4694.44592683061,3960.35254587667,5428.53930778455,3571.74698389144,5817.14486976979
"2018-07-03 07:00:00",5737,5574.75905741261,4840.5177411826,6309.00037364261,4451.83386699271,6697.6842478325
"2018-07-03 08:00:00",5017,5687.92935278338,4953.62285834771,6422.23584721905,4564.90448089991,6810.95422466684
"2018-07-03 09:00:00",4373,5261.00399576537,4526.6617018196,5995.34628971115,4137.92437325591,6384.08361827484
"2018-07-03 10:00:00",4099,4668.12732206395,3933.75395531128,5402.50068881663,3545.00017779722,5791.25446633069
"2018-07-03 11:00:00",4415,4324.98780105577,3590.58485867641,5059.39074343513,3201.81542477132,5448.16017734022
"2018-07-03 12:00:00",4775,4416.79922522775,3682.3726216146,5151.22582884091,3293.59066220895,5540.00778824656
"2018-07-03 13:00:00",4799,4860.1563837309,4125.71367938298,5594.59908807883,3736.92319676318,5983.38957069862
"2018-07-03 14:00:00",4968,5464.68776451866,4730.23440697394,6199.14112206339,4341.43828489242,6587.93724414491
"2018-07-03 15:00:00",5526,5878.53343562244,5144.07244566247,6612.99442558242,4755.27228322437,7001.79458802051
"2018-07-03 16:00:00",6135,5863.56721379583,5129.10035229244,6598.03407529921,4740.29708164701,6986.83734594464
