"date_time","actual","forecast","lo80","hi80","lo95","hi95"
"2018-04-19 13:00:00",5110,5301.78996110941,4815.04020630941,5788.53971590942,4557.37045077446,6046.20947144437
"2018-04-19 14:00:00",5444,5511.44236504954,4889.86465136385,6133.02007873523,4560.82128574947,6462.06344434961
"2018-04-19 15:00:00",6188,6206.73557918301,5534.03475866108,6879.43639970494,5177.92845503639,7235.54270332962
"2018-04-19 16:00:00",6851,7155.44434730176,6452.87619918745,7858.01249541607,6080.95908739426,8229.92960720925
"2018-04-19 17:00:00",6368,6741.36973423894,6024.55714668044,7458.18232179744,5645.09948413582,7837.63998434206
"2018-04-19 18:00:00",4978,5002.52033925719,4278.53659603304,5726.50408248133,3895.282752989,6109.75792552537
"2018-04-19 19:00:00",3676,3632.21827156071,2902.90734463214,4361.52919848927,2516.83346088079,4747.60308224062
"2018-04-19 20:00:00",3471,3014.67975123286,2282.01270443506,3747.34679803066,1894.16219814261,4135.19730432311
"2018-04-19 21:00:00",3451,2698.76133927854,1963.76733315944,3433.75534539765,1574.6850090108,3822.83766954629
"2018-04-19 22:00:00",2148,1989.46870064229,1252.42657918075,2726.51082210384,862.260048261809,3116.67735302278
"2018-04-19 23:00:00",1273,1104.6906305393,366.017455283077,1843.36380579551,-25.0125033590225,2234.39376443761
"2018-04-20 00:00:00",712,572.050629435424,-168.010588930167,1312.11184780101,-559.775333209315,1703.87659208016
"2018-04-20 01:00:00",417,326.760806284586,-414.606303018653,1068.12791558783,-807.062344202096,1460.58395677127
"2018-04-20 02:00:00",322,246.732075563503,-495.803647883998,989.267799011005,-888.878316026976,1382.34246715398
"2018-04-20 03:00:00",393,298.375095308749,-445.238998752683,1041.98918937018,-838.88452181593,1435.63471243343
"2018-04-20 04:00:00",830,789.395109186495,44.7504113516,1534.03980702139,-349.440680394,1928.23089876699
"2018-04-20 05:00:00",2691,2665.52548904587,1919.91736727419,3411.13361081756,1525.21626970359,3805.83470838816
"2018-04-20 06:00:00",5492,5371.85264103964,4625.33246139323,6118.37282068605,4230.14854954835,6513.55673253092
"2018-04-20 07:00:00",6626,6531.93795306417,5784.54438257813,7279.3315235502,5388.89812555092,7674.97778057741
"2018-04-20 08:00:00",6126,5842.05882060219,5093.8364538247,6590.28118737968,4697.75145854297,6986.36618266141
"2018-04-20 09:00:00",5141,5176.22500237101,4427.21214952776,5925.23785521425,4030.70869619997,6321.74130854204
"2018-04-20 10:00:00",4670,4803.28950945197,4053.51994865803,5553.05907024591,3656.61591833817,5949.96310056577
"2018-04-20 11:00:00",5200,5184.35610533166,4433.86475910187,5934.84745156145,4036.5786386526,6332.13357201072
"2018-04-20 12:00:00",5433,5254.42108551682,4503.23984600813,6005.60232502552,4105.58851811752,6403.25365291612
"2018-04-20 13:00:00",5370,5127.43590711782,4375.59449851838,5879.27731571726,3977.59369822117,6277.27811601447
"2018-04-20 14:00:00",5803,5284.43912625339,4531.96685126748,6036.9114012393,4133.6320904783,6435.24616202848
"2018-04-20 15:00:00",6383,5908.42711319539,5155.35146412143,6661.50276226935,4756.69729638395,7060.15693000682
"2018-04-20 16:00:00",6900,6642.38422209727,5888.73128330101,7396.03716089353,5489.77151684438,7794.99692735016
"2018-04-20 17:00:00",6268,5644.32480413572,4890.11980652422,6398.52980174722,4490.86779778383,6797.78181048761
"2018-04-20 18:00:00",4959,4125.24694615848,3370.51383000732,4879.98006230963,2970.98225219953,5279.51164011742
"2018-04-20 19:00:00",4091,2841.14586302077,2085.9074687007,3596.38425734083,1686.10841278742,3996.18331325411
"2018-04-20 20:00:00",3552,2280.02700642365,1524.30526778336,3035.74874506394,1124.25034484271,3435.80366800459
"2018-04-20 21:00:00",3538,2118.88964844859,1362.70547446624,2875.07382243094,962.40575304267,3275.37354385451
"2018-04-20 22:00:00",2842,1734.73253309688,978.105906271528,2491.35915992222,577.571964461061,2891.89310173269
"2018-04-20 23:00:00",1977,1105.55786168076,348.507920843925,1862.60780251759,-52.2501098680314,2263.36583322954
"2018-04-21 00:00:00",1291,588.365514726345,-169.089459918112,1345.8204893708,-570.061902576176,1746.79293202887
"2018-04-21 01:00:00",732,405.155355104624,-352.687173369516,1162.99788357876,-753.864774632318,1564.17548484157
"2018-04-21 02:00:00",526,361.928398120194,-396.284957220696,1120.14175346108,-797.658862368932,1521.51565860932
"2018-04-21 03:00:00",386,274.684794433305,-483.883397599859,1033.25298646647,-885.445141946475,1434.81473081308
"2018-04-21 04:00:00",369,266.424744663133,-492.482990439257,1025.33247976552,-894.22447802925,1427.07396735552
"2018-04-21 05:00:00",683,507.14882602759,-252.083821065352,1266.38147312053,-653.997306673527,1668.29495872871
"2018-04-21 06:00:00",1418,953.857294099985,194.313727284443,1713.40086091553,-207.764349282686,2115.47893748266
"2018-04-21 07:00:00",2307,1279.55043875892,519.709336684609,2039.39154083323,117.473754465686,2441.62712305216
"2018-04-21 08:00:00",3392,1458.22866828803,698.10283525143,2218.35450132463,295.716525565832,2620.74081101022
"2018-04-21 09:00:00",4153,1724.89226980092,964.493953716018,2485.29058588582,561.963400217762,2887.82113938407
"2018-04-21 10:00:00",4464,1948.54154554471,1187.88246344509,2709.20062764433,785.21386875708,3111.86922233234
"2018-04-21 11:00:00",4985,2124.17683145144,1363.26819302884,2885.08546987403,960.46749120343,3287.88617169944
"2018-04-21 12:00:00",5263,2118.79841573718,1357.65094505906,2879.9458864153,954.723813074655,3282.8730183997
"2018-04-21 13:00:00",5307,1959.40659042113,1198.03054759692,2720.78263324534,794.982416827354,3123.8307640149
"2018-04-21 14:00:00",5296,1795.00165396727,1033.40685552109,2556.59645241344,630.24292252034,2959.76038541419
"2018-04-21 15:00:00",5340,1854.58388394999,1092.77972206297,2616.388045837,689.504958751399,3019.66280914858
"2018-04-21 16:00:00",5027,1435.15355633981,673.149017535319,2197.1580951443,269.768181091029,2600.53893158859
"2018-04-21 17:00:00",5007,1452.71094510861,690.51462798025,2214.90726223697,287.032270223744,2618.38961999348
"2018-04-21 18:00:00",4541,1043.25631320105,280.876445289858,1805.63618111225,-122.703078381731,2209.21570478384
"2018-04-21 19:00:00",3892,856.789919722422,94.2343737414548,1619.34546570339,-309.438148282664,2023.01798772751
"2018-04-21 20:00:00",3346,594.312019382887,-168.411671325085,1357.03571009086,-572.173203790964,1760.79724255674
"2018-04-21 21:00:00",3199,683.822859601491,-79.0617671054307,1446.70748630841,-482.90849394295,1850.55421314593
"2018-04-21 22:00:00",3814,571.322683202487,-191.715981256538,1334.36134766151,-595.644250754401,1738.28961715938
"2018-04-21 23:00:00",2760,503.811728119933,-259.374372834196,1266.99782907406,-663.380690498033,1671.0041467379
"2018-04-22 00:00:00",1447,331.290226530228,-432.036993760643,1094.6174468211,-836.118015488818,1498.69846854927
"2018-04-22 01:00:00",945,237.758405895379,-525.703888339987,1001.22070013075,-929.856413895157,1405.37322568592
"2018-04-22 02:00:00",671,177.2164888672,-586.375093903487,940.808071637888,-990.596060675034,1345.02903840943
"2018-04-22 03:00:00",465,130.664693079465,-633.050641536848,894.380027695778,-1037.33711857829,1298.66650473722
"2018-04-22 04:00:00",368,155.103231585932,-608.73055613407,918.937019305934,-1013.07973846087,1323.28620163273
"2018-04-22 05:00:00",563,281.532312869539,-482.414856863272,1045.47948260235,-886.824060002066,1449.88868574114
"2018-04-22 06:00:00",904,470.952140843065,-293.103557617673,1235.0078393038,-697.57021239464,1639.47449408077
"2018-04-22 07:00:00",1289,615.362915065047,-148.796667229877,1379.52249735997,-553.318314786799,1784.04414491689
"2018-04-22 08:00:00",2200,655.764830795347,-108.494189828969,1420.02385141966,-513.06847685776,1824.59813844845
"2018-04-22 09:00:00",3219,966.158079057808,201.803874828705,1730.51228328691,-202.820799356802,2135.13695747242
"2018-04-22 10:00:00",4088,1476.54284677303,712.097531116746,2240.98816242931,307.424625455135,2645.66106809092
"2018-04-22 11:00:00",4541,1776.91931683107,1012.38678725203,2541.4518464101,607.667713328532,2946.1709203336
"2018-04-22 12:00:00",4781,2020.28766816944,1255.6716550296,2784.90368130928,850.908387578535,3189.66694876034
"2018-04-22 13:00:00",4761,2188.64807587284,1423.95214959458,2953.34400215111,1019.14657868339,3358.14957306229
"2018-04-22 14:00:00",4753,2390.00071124994,1625.22828920555,3154.77313329432,1220.38222388186,3559.61919861801
"2018-04-22 15:00:00",4866,2155.34574191224,1390.50009501399,2920.19138881049,985.615266794161,3325.07621703032
"2018-04-22 16:00:00",4713,2093.68333185888,1328.76759086283,2858.59907285493,923.845657069002,3263.52100664876
"2018-04-22 17:00:00",4303,1834.01364155204,1069.03080308828,2598.9964800158,664.073350040601,3003.95393306348
"2018-04-22 18:00:00",3787,1644.33682799255,879.28976033392,2409.38389565118,474.298306404315,2814.37534958079
"2018-04-22 19:00:00",3228,1402.65304479627,637.544493377081,2167.76159621546,232.520491910684,2572.78559768186
"2018-04-22 20:00:00",3139,1627.96244226613,862.795034961867,2393.12984957039,457.73987707193,2798.18500746033
"2018-04-22 21:00:00",2412,2795.26516746343,2030.04141964194,3560.48891528492,1624.95643688376,3965.57389804309
"2018-04-22 22:00:00",1906,1189.56136427832,424.283683632508,1954.83904492412,19.1701505617357,2359.9525779949
"2018-04-22 23:00:00",1356,692.851173497839,-72.4781353305355,1458.18048232621,-477.618998710258,1863.32134570594
"2018-04-23 00:00:00",614,394.134732872819,-371.243998123522,1159.51346386916,-776.411024018608,1564.68048976425
"2018-04-23 01:00:00",349,259.412177183533,-506.013864360359,1024.83821872743,-911.205934946484,1430.03028931355
"2018-04-23 02:00:00",259,234.683638303643,-530.787692511306,1000.15496911859,-936.003737789326,1405.37101439661
"2018-04-23 03:00:00",373,344.949245262875,-420.565440015013,1110.46393054076,-825.804435759379,1515.70292628513
"2018-04-23 04:00:00",900,767.209124308418,1.65293661576197,1532.76531200107,-403.608029179872,1938.02627779671
"2018-04-23 05:00:00",2864,2226.46339896488,1460.86748169428,2992.05931623548,1055.5854843305,3397.34131359926
"2018-04-23 06:00:00",5769,4352.71219009301,3587.07824026565,5118.34613992036,3181.77610968248,5523.64827050353
"2018-04-23 07:00:00",6574,4951.95561594714,4186.28525801809,5717.6259738762,3780.9638541501,6122.94737774419
"2018-04-23 08:00:00",5970,4452.19379223144,3686.48858119921,5217.89900326368,3281.14872721288,5623.23885725001
"2018-04-23 09:00:00",5325,4034.42683215484,3268.68825653722,4800.16540777246,2863.33074040628,5205.52292390341
"2018-04-23 10:00:00",4547,3615.65484648489,2849.88433116675,4381.42536180304,2444.50990717967,4786.79978579011
"2018-04-23 11:00:00",4577,3849.8779436004,3084.07685255901,4615.67903464179,2678.68624276176,5021.06964443904
"2018-04-23 12:00:00",4739,4139.09622954293,3373.26586845618,4904.92659062968,2967.85976403288,5310.33269505299
"2018-04-23 13:00:00",4803,4100.30980806725,3334.45142680976,4866.16818932475,2929.03048940405,5271.58912673045
"2018-04-23 14:00:00",5243,4377.51878069059,3611.63357572257,5143.40398565861,3206.19843870225,5548.83912267893
"2018-04-23 15:00:00",5852,4932.72324674093,4166.81236339452,5698.63413008734,3761.36363306179,6104.08286042007
"2018-04-23 16:00:00",6883,5778.92330340421,5012.98783807157,6544.85876873685,4607.52609482138,6950.32051198704
"2018-04-23 17:00:00",6188,5558.11904577052,4792.16004799806,6324.07804354297,4386.68584742672,6729.55224411431
"2018-04-23 18:00:00",4660,4052.31056687928,3286.32904137202,4818.29209238654,2880.84291533824,5223.77821842032
"2018-04-23 19:00:00",3243,2970.4979577635,2204.49486630339,3736.5010492236,1798.99732394379,4141.99859158321
"2018-04-23 20:00:00",2759,2547.68130749302,1781.65757077506,3313.70504421098,1376.14909947611,3719.21351550993
"2018-04-23 21:00:00",2183,2091.86070321686,1325.81720260641,2857.90420382732,920.298268934754,3263.42313749897
"2018-04-23 22:00:00",1537,1481.03623020464,714.973809419417,2247.09865098985,309.444860012249,2652.62760039702
"2018-04-23 23:00:00",963,970.207971887086,204.127438607114,1736.28850516706,-201.411098975598,2141.82704274977
"2018-04-24 00:00:00",530,516.376009895743,-249.721862695784,1282.47388248727,-655.269579155578,1688.02159894706
"2018-04-24 01:00:00",330,328.54042410172,-437.574047640082,1094.65489584352,-843.130551159247,1500.21139936269
"2018-04-24 02:00:00",248,263.701292653682,-502.429069687332,1029.8316549947,-907.99398518159,1435.39657048895
"2018-04-24 03:00:00",346,339.858692014987,-426.28688263315,1106.00426666312,-831.85985103636,1511.57723506633
"2018-04-24 04:00:00",911,891.012697000033,124.852559371261,1657.1728346288,-280.728118208221,2062.75351220829
"2018-04-24 05:00:00",2936,2841.16338080982,2074.98930179929,3607.33745982034,1669.40124409811,4012.92551752152
"2018-04-24 06:00:00",5886,5509.31081506673,4743.12338973072,6275.49824040274,4337.52826691159,6681.09336322186
