"date_time","actual","forecast","lo80","hi80","lo95","hi95"
"2018-07-01 00:00:00",1314,1516.74196348451,1094.46034970417,1939.02357726485,870.917966545917,2162.5659604231
"2018-07-01 01:00:00",848,1065.69574255742,521.64403376687,1609.74745134796,233.640456117337,1897.7510289975
"2018-07-01 02:00:00",703,677.652534759559,104.205907236955,1251.09916228216,-199.358400436512,1554.66346995563
"2018-07-01 03:00:00",419,286.76325743007,-292.490092380195,866.016607240335,-599.12829315287,1172.65480801301
"2018-07-01 04:00:00",372,32.6093196441523,-553.552211884498,618.770851172802,-863.847383157956,929.066022446261
"2018-07-01 05:00:00",529,389.721684132033,-209.190028677117,988.633396941183,-526.234738211612,1305.67810647568
"2018-07-01 06:00:00",979,1115.9594756559,510.576100208311,1721.3428511035,190.10549941551,2041.8134518963
"2018-07-01 07:00:00",1237,1567.20779019199,961.778054374148,2172.63752600983,641.282911883789,2493.13266850019
"2018-07-01 08:00:00",1682,1828.98980991013,1223.03679637472,2434.94282344554,902.264647393378,2755.71497242688
"2018-07-01 09:00:00",2495,2506.68151365912,1900.48647796371,3112.87654935452,1579.58621018994,3433.77681712829
"2018-07-01 10:00:00",2924,3442.4155388752,2833.36999252119,4051.4610852292,2510.96075555471,4373.87032219568
"2018-07-01 11:00:00",3323,4344.54531128522,3734.56721464166,4954.52340792878,3411.66431537178,5277.42630719866
"2018-07-01 12:00:00",3696,4702.18087541161,4091.7342089876,5312.62754183562,3768.58326385927,5635.77848696395
"2018-07-01 13:00:00",4084,4366.79100967682,3755.35255343043,4978.2294659232,3431.67658648431,5301.90543286932
"2018-07-01 14:00:00",4187,4161.11061171661,3549.58406483058,4772.63715860263,3225.86146551669,5096.35975791652
"2018-07-01 15:00:00",4365,4207.90496003202,3594.90443908946,4820.90548097459,3270.40156504288,5145.40835502117
"2018-07-01 16:00:00",4380,4562.0189356585,3948.80950790377,5175.22836341324,3624.19604527098,5499.84182604603
"2018-07-01 17:00:00",4049,4323.76036765038,3709.8732460152,4937.64748928555,3384.90103391252,5262.61970138823
"2018-07-01 18:00:00",3680,3811.25683865008,3196.70672328611,4425.80695401405,2871.38354350377,4751.13013379639
"2018-07-01 19:00:00",3404,3040.45398043294,2425.76829165196,3655.13966921391,2100.37334363785,3980.53461722802
"2018-07-01 20:00:00",3018,2588.41561300307,1972.77955003361,3204.05167597254,1646.88150431395,3529.9497216922
"2018-07-01 21:00:00",2640,2268.34116472825,1652.66969392612,2884.01263553038,1326.75290443207,3209.92942502443
