"date_time","forecast_speed","lo80","hi80","lo95","hi95"
2018-10-01,531.883147665715,45.1333928657117,1018.63290246572,-212.536362669242,1276.30265800067
2018-10-01 01:00:00,354.78483207192,-266.792881613772,976.362545757612,-595.836247228152,1305.40591137199
2018-10-01 02:00:00,232.22595761101,-440.474862910924,904.926778132944,-796.581166535605,1261.03308175763
2018-10-01 03:00:00,331.911951614344,-370.656196499967,1034.48009972865,-742.573308293153,1406.39721152184
2018-10-01 04:00:00,887.358225842527,170.545638284025,1604.17081340103,-208.912024260595,1983.62847594565
2018-10-01 05:00:00,2954.62637094707,2230.64262772292,3678.61011417121,1847.38878467888,4061.86395721525
2018-10-01 06:00:00,5744.66129166098,5015.35036473241,6473.97221858955,4629.27648098106,6860.04610234089
2018-10-01 07:00:00,6587.54970726823,5854.88266047043,7320.21675406603,5467.03215417798,7708.06726035848
2018-10-01 08:00:00,5897.20937541856,5162.21536929946,6632.20338153767,4773.13304515082,7021.28570568631
2018-10-01 09:00:00,4932.29354798185,4195.2514265203,5669.3356694434,3805.08489560137,6059.50220036234
2018-10-01 10:00:00,4347.08843674925,3608.41526149304,5085.76161200547,3217.38530285094,5476.79157064757
2018-10-01 11:00:00,4464.41102038288,3724.34980201729,5204.47223874847,3332.58505773814,5596.23698302762
2018-10-01 12:00:00,4527.15891654705,3785.79180724381,5268.52602585029,3393.33576606037,5660.98206703373
2018-10-01 13:00:00,4429.17885910264,3686.64313565514,5171.71458255014,3293.56846751216,5564.78925069312
2018-10-01 14:00:00,4812.35127507705,4068.73718101561,5555.96536913848,3675.09165795237,5949.61089220172
2018-10-01 15:00:00,5439.316984131,4694.67228629611,6183.9616819659,4300.48119455051,6578.1527737115
2018-10-01 16:00:00,6303.38578376366,5557.77766199198,7048.99390553534,5163.07656442137,7443.69500310595
2018-10-01 17:00:00,5558.49613379225,4811.97595414584,6305.01631343865,4416.79204230096,6700.20022528353
2018-10-01 18:00:00,4163.53255225535,3416.13898176931,4910.92612274138,3020.4927247421,5306.57237976859
