"date_time","forecast_speed","lo80","hi80","lo95","hi95"
2018-10-01,537.690430112305,50.9683102262616,1024.41254999835,-206.686816268915,1282.06767649353
2018-10-01 01:00:00,360.546090738248,-260.854876765605,981.9470582421,-589.804678603081,1310.89686007958
2018-10-01 02:00:00,237.358046920968,-434.79722018547,909.513314027406,-790.614725276992,1265.33081911893
2018-10-01 03:00:00,337.152492577996,-364.52790263591,1038.8328877919,-735.97506643104,1410.28005158703
2018-10-01 04:00:00,893.724188328787,177.868328027274,1609.5800486303,-201.082873700487,1988.53125035806
2018-10-01 05:00:00,2960.66328048343,2237.45433711346,3683.8722238534,1854.61064833667,4066.71591263019
2018-10-01 06:00:00,5750.39936996842,5021.75196223848,6479.04677769836,4636.02932433373,6864.76941560311
2018-10-01 07:00:00,6593.98795258913,5862.01940723368,7325.95649794457,5474.53866526904,7713.43723990921
2018-10-01 08:00:00,5903.38955478405,5169.03907234932,6637.74003721879,4780.29740906141,7026.4817005067
2018-10-01 09:00:00,4938.30855165234,4201.891868621,5674.72523468369,3812.05642480755,6064.56067849714
2018-10-01 10:00:00,4353.47841704249,3615.47094514539,5091.48588893959,3224.79338857461,5482.16344551038
2018-10-01 11:00:00,4470.64389687627,3731.2455712569,5210.04222249564,3339.83174120047,5601.45605255207
2018-10-01 12:00:00,4533.34615929339,3792.6577511246,5274.03456746219,3400.5609926191,5666.13132596769
2018-10-01 13:00:00,4435.55123286552,3693.72950551571,5177.37296021533,3301.0328040756,5570.06966165543
2018-10-01 14:00:00,4818.64633319207,4075.76095297906,5561.53171340507,3682.5011877253,5954.79147865884
2018-10-01 15:00:00,5445.61883069593,4701.72654821475,6189.5111131771,4307.93376109764,6583.30390029421
2018-10-01 16:00:00,6309.77760468816,5564.95076475576,7054.60444462055,5170.66325280805,7448.89195656826
2018-10-01 17:00:00,5564.85967165002,4819.14005503,6310.57928827003,4424.37993565193,6705.3394076481
2018-10-01 18:00:00,4169.91839421269,3423.34839250724,4916.48839591814,3028.13810645745,5311.69868196793
2018-10-01 19:00:00,3256.04000762237,2508.66459859438,4003.41541665035,2113.02795566233,4399.05205958241
2018-10-01 20:00:00,2562.12192213016,1813.97491382437,3310.26893043594,1417.92981090786,3706.31403335246
2018-10-01 21:00:00,2087.203539795,1338.31980543284,2836.08727415715,941.884703300153,3232.52237628984
2018-10-01 22:00:00,1395.3035884301,645.717153160911,2144.89002369929,248.910063638104,2541.6971132221
2018-10-01 23:00:00,829.38535920008,79.1258319414497,1579.64488645871,-318.037570957299,1976.80828935746
2018-10-02,530.469434150214,-220.433527564183,1281.37239586461,-617.937544088896,1678.87641238932
2018-10-02 01:00:00,305.557265828786,-445.96088030559,1057.07541196316,-843.790555790666,1454.90508744824
2018-10-02 02:00:00,237.636895582219,-514.470279712836,989.744070877274,-912.611768400361,1387.8855595648
2018-10-02 03:00:00,369.717513134924,-382.953104186201,1122.38813045605,-781.392861065305,1520.82788733515
2018-10-02 04:00:00,883.797592249812,130.587841876105,1637.00734262352,-268.137314801334,2035.73249930096
2018-10-02 05:00:00,3066.87369765509,2313.14783922579,3820.5995560844,1914.14947144715,4219.59792386303
